1	101.1
2	102
3	100.96
4	101.25
5	101.65
6	101.81
7	100.77
8	100.69
9	101.56
10	100.69
11	102.15
12	101.39
13	102.02
14	101.35
15	101.47
16	100.97
17	101.72
18	102.2
19	101.85
20	101.94
21	101.4
22	102.35
23	102.15
24	100.96
25	100.57
26	102.29
27	100.7
28	101.08
29	100.37
30	101.89
