1	83.92
2	78.77
3	84.41
4	81.58
5	88.84
6	97.14
7	88.73
8	86.54
9	88.67
10	88.6
11	89.88
12	87.26
13	88.99
14	89.99
15	91.01
16	89.69
17	89.81
18	90.09
19	89.13
20	89.91
21	90.69
22	94.07
23	96.75
24	99.14
25	99.59
26	98.21
27	97.92
28	94.29
29	96.4
30	97.32
